job_title,job_role,company,job_location,job_summary,post_date,today,job_salary,job_url
Data Engineer,Data Engineer,hireeasi,"Bengaluru, Karnataka","Contribute to the design and implementation of scalable, extensible data/data lake solutions that support key customer and market data pipelines..Design, build, and enhance pipelines that support the ingestion and enrichment of financial data..Identify key areas or opportunities to optimize existing data pipelines to increase scalability, throughput, and accuracy of data..Analyze, understand, and map source data fields from custodial and market data sources to expand and improve the platform capabilities..Gather and document requirements for future system enhancement working with both the business and core systems teams..Work closely with the production team to identify, troubleshoot, and resolve issues.",Posted 29 days ago,2023-03-08,"₹20,00,000 - ₹22,00,000 a year",https://in.indeed.com/company/hireeasi/jobs/Data-Engineer-17edb2be2009db08?fccid=330666761dfcf2f4&vjs=3
AWS Cloud Data Engineers,Data Engineer,Impetus Infotech India Pvt. Ltd.,"Bengaluru, Karnataka","Hands-on experience with AWS services from Compute, Storage, Networking, and Security components..Having deep knowledge of VPC configuring, Private/Public Subnet, NAT Gateway, ELB with EC2, Lambda, S3, EBS, EFS, Glacier, RDS, SQS, SNS Cloudwatch, and Cloud Formation..Hands-on experience with using Cloud Platform provided Big Data technologies like EC2, EMR, RedShift, S3, Kinesis..Hands-on experience in programming languages like Java or Python or Pyspark or Scala or SQL/PLSQL..Having a deep understanding of IAM Roles, Policies, Users, and Groups..Hands-on experience in setting up Cloud platforms for use-cases..knowledge in Big Data technologies – Hadoop, Pig, Hive, and Spark..Experience in migrating a workload from on-premise to cloud and cloud to cloud migrations..Excellent communication, presentation, and interpersonal skills are a must.",Posted 30+ days ago,2023-03-08,"₹37,163 - ₹1,24,556 a month",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AGEVbZ2_EvqOrNbUUcdLvwezuoK2AEzvuLfn6UI04WCipH-fDPeMV5RkEJh0bkYz4K0UUas3pQOOY3dLcSwtoy_lNLp3xqLjXGPBp_qgTmwFNAJMlJDSda4wLwcdNBcQhWo0-wy4hYTymhsLG0VuHHBnpyfShLHOlreMupkzwkud4zn-H1MzqBB-tf2xNcb6M0Kus4tgM2NMh5Iv_SavxTuq0v-oxFGC1h70BhZWBgZvToU4CjdPEJVyXH3pLdtaqbWKR2ZB9WvNMUJwo58mMG1BINn48El-8Aiv-Mt-eJMf4L4KDUfZyw32eOPriFOX2XhyXUBAYCoRi4lLkkbAig03w6X3nchvLVt3vGGvZQjlZeqCiBOKpYgqXzZR8a1In6RZ33_tGKCOwd0LQM3zVVTTheI9friYVVBBIPO_GopUURpGvbIhuUjmogKy_P6ApnEZ3Ws2oaa-5v0IFGLRigmkgDpPvzRx_U8M5VGFGsEdqBf3IHL84uNIjviyqvayQ-54O6QZmY9PMa2ivxfoWtaENNAfzw_6s=&xkcb=SoAH-_M3SfwUwcWMN50JbzkdCdPP&p=14&fvj=1&vjs=3
Lead Data Engineer,Data Engineer,Go Digital Technology,"Mumbai, Maharashtra","Proven success in communicating with users, other technical teams, and senior management to collect requirements, describe data modeling decisions and develop data engineering strategy..Ability to work with business owners to define key business requirements and convert to user stories with required technical specifications..Communicate results and business impacts of insight initiatives to key stakeholders to collaboratively solve business problems..Working closely with the overall Enterprise Data & Analytics Architect and Engineering practice leads to ensure adherence with the best practices and design principles..Assures quality, security and compliance requirements are met for supported area..Design and create fault-tolerance data pipelines running on cluster.Excellent communication skills with the ability to influence client business and IT teams.Should have design data engineering solutions end to end. Ability to come up with scalable and modular solutions",Posted 22 days ago,2023-03-08,"₹7,61,450 - ₹20,39,523 a year",https://in.indeed.com/company/Go-Digital-Technology/jobs/Lead-Data-Engineer-d948fa7477412703?fccid=8681de0fe3025e85&vjs=3
Data Scientist/Machine Learning Engineer,Data Engineer,Cogoport,"Mumbai, Maharashtra",Gather data from different databases and multiple sources..Use statistical techniques to analyze large amounts of data and discover patterns and trends..Build predictive models using machine-learning algorithms..Continuously monitor the performance of models over time..Propose solutions to business problems or challenges.Collaborate with engineering and product teams for the implementation of models.,Posted 12 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=65f62638ed4e75ab&fccid=e0ee83e44c46b40f&vjs=3
Consulting SAMA - Azure Data Engineer Blitz,Data Engineer,Deloitte,"Bengaluru, Karnataka","3-8 Years of hands-on experience Implementing Azure Cloud data warehouses, Azure and No-SQL databases and hybrid data scenarios..Experience developing Azure Data Factory (covering Azure Functions, LogicApps, Triggers, IR) , Databricks (PySpark, Scala), Stream Analytics, Event Hub & HD Insight Components.Experience in working on data lake & DW solutions on Azure.Experience managing Azure DevOps pipelines (CI/CD).Experience managing source data access security, using Vault, configuring authentication and authorization, enforcing data policies and standards",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=95dd0da6af9e335c&fccid=9e215d88a6b33622&vjs=3
DNA Team - Data Engineer,Data Engineer,data.ai,"Hyderabad, Telangana","Exciting Projects using technical expertise across Python, SQL, Spark, DataBricks.Build data pipeline across different data sources/databases such as AWS S3, PG database, and Snowflake.Produce and maintain relevant documentation.Support internal and external customers.Becoming better at what you do every day",Posted 20 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=2c0ce0b005d29e0f&fccid=6a918ba2c69a0390&vjs=3
Data Engineer,Data Engineer,Cargill,"Gurgaon, Haryana","Job Purpose and Impact .. The Data Engineer will treat data as an asset to design, build and execute high performance and data centric solutions by using the comprehensive big data capabilities for the company's data platform environment. In this role, you will build and optimize data products to bring data and analytics products and solutions to businesses. Key Accountabilities .Collaborate with businesses and other stakeholders to participate in product or solution designs. Develop robust, scalable and sustainable data products or solutions utilizing cloud based technologies- Snowflake / any equivalent Provide moderately complex technical support through all phases of product or solution life cycle. Perform data analysis, handle data modeling and configure and develop data pipelines to move and optimize data assets. Build moderately complex prototypes to test new concepts and provide ideas on reusable frameworks, components and data products or solutions and help promote adoption of new technologies. Independently solve moderately complex issues with minimal supervision, while escalating more complex issues to appropriate staff. .Other duties as assigned Qualifications .. Minimum Qualifications Bachelor's degree in a related field or equivalent experience- B.E. / B.Tech/ C.S.E/ Electronics/ Minimum of four years of related work experience Experience with Big Data technologies (i.e. Hadoop, Spark, impala, Hive etc.) Strong knowledge and hands on work experience of writing the programs in scala / python for Spark framework Proficient in SQL and advanced SQL and able to write the complex SQL queries Work with the product teams and build robust and scalable data integration (ETL) pipelines using Spark and Scala / Python /SQL .Preferred Qualifications Experience in visualization tools, such as Tableau and PowerBI, and cloud data warehouses such as SnowFlake Experience in financial markets, stock trading, derivatives, futures, and options. Masters in Computer applications can be an add-on Prior experience with Data relevant to agricultural supply chain will be preferred",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=ec37606ff4295a9a&fccid=d7d9a8241ba2f3ec&vjs=3
MB Cars - RD/IME - Data Engineer,Data Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","Create and maintain optimal data pipeline architecture in Azure .Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. .Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using Azure ‘big data’ technologies. .Build analytics tools that utilize the data pipeline to provide actionable insights into operational efficiency and other key business performance metrics. .Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=d62f9b246ddef1a7&fccid=9ab138c02aaca829&vjs=3
Data Engineer: Business Intelligence,Data Engineer,IBM,"Mumbai, Maharashtra","Develop Tableau dashboards with advanced calculations, Scheduling Extracts, Performance Optimizations.. Maintain, enhance, and modify existing reports and dashboards based on business requirements. Developing, maintaining, and managing advanced reporting, analytics, dashboards and other BI solutions.. Performing and documenting data analysis, data validation, and data mapping/design.. Reviewing and improving existing systems and collaborating with teams to integrate new systems.. Conducting unit tests and developing database queries to analyze the effects and troubleshoot any issues.. Creating tools to store data within the organization.",Posted 18 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=de489a6152b32703&fccid=de71a49b535e21cb&vjs=3
Data Engineer,Data Engineer,Scrutinysoft,"Chennai, Tamil Nadu","Creating, developing, and maintaining SQL database.Creating database tables, views, stored procedures, functions, triggers, etc.,.Ability to write basic SQL queries.Creating and implementing databases based on the requirements of end-user",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=6dfba4d5d83094e2&fccid=aaee7c71276700a4&vjs=3
Data Analytics Engineer,Data Engineer,Oski Technology,"Pune, Maharashtra","Build, develop and maintain data models, reporting systems, data automation systems, dashboards and performance metrics that support key business decisions..   ...     Develop and maintain big data pipelines and ETL's along with different algorithms using Python and Unix Shell scripting to support business data needs..   ...     Webscraping to extract data from Webpage using Parsers (HTML Parser, JSON Parser, XML Parser etc.) into structured data formats..   ...     Work with various teams to support ad hoc data usage, improve high volume data infrastructure by automating data processing rules, troubleshooting data issue..   ...     Communicate results and business impacts of insight initiatives to key stakeholders to collaboratively solve business problems..   ...     Identification & Implementation of cutting-edge analytical tools, models, and methods for making key business decisions.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=bda9a0bbdc8589fa&fccid=0fcbd08b8cf44e1b&vjs=3
AWS Cloud Data Engineers,Data Engineer,Impetus Infotech India Pvt. Ltd.,"Bengaluru, Karnataka","Hands-on experience with AWS services from Compute, Storage, Networking, and Security components..Having deep knowledge of VPC configuring, Private/Public Subnet, NAT Gateway, ELB with EC2, Lambda, S3, EBS, EFS, Glacier, RDS, SQS, SNS Cloudwatch, and Cloud Formation..Hands-on experience with using Cloud Platform provided Big Data technologies like EC2, EMR, RedShift, S3, Kinesis..Hands-on experience in programming languages like Java or Python or Pyspark or Scala or SQL/PLSQL..Having a deep understanding of IAM Roles, Policies, Users, and Groups..Hands-on experience in setting up Cloud platforms for use-cases..knowledge in Big Data technologies – Hadoop, Pig, Hive, and Spark..Experience in migrating a workload from on-premise to cloud and cloud to cloud migrations..Excellent communication, presentation, and interpersonal skills are a must.",Posted 30+ days ago,2023-03-08,"₹37,163 - ₹1,24,556 a month",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AGEVbZ2_EvqOrNbUUcdLvwezuoK2AEzvuLfn6UI04WCipH-fDPeMV5RkEJh0bkYz4K0UUas3pQOOY3dLcSwtoy_lNLp3xqLjXGPBp_qgTmwFNAJMlJDSda4wLwcdNBcQhWo0-wy4hYTymhsLG0VuHHBnpyfShLHOlreMupkzwkud4zn-H1MzqB9zVBrP8XGdNf9RtTvQ3giITfZeUZnntb2jiwbSt0ZTEclt4Cd0DALfh8PrK6cY-6ZekMNeV552X8TxQ2tTd3qLQ2K10HATUXwSXL8XBp6SKGo-_DYq13K07cj3Pt9Wlu-D1e8fQJ8HOFyawSZi_P-UFsWJH06aytU2xt0A_B6hlXtAEsTOeChtaGsh-XFNEcfpoPd68WyY6XFUrfXyiZO1yuAj38sPVRQ0MIpHGiC2cJgpPOJhE6l6ABsc1T-47SK-fESa5Vov-yBSBcYFEaR71RckKUzYmOMS9rJfCYQppdSx_9MXM2QiJAho_Zg1fNyjcWt9oDwwZ069cF3ObSF62nzMSjipfGwCOkVk9nNgw=&xkcb=SoBk-_M3SfwugWWMNR0ObzkdCdPP&p=11&fvj=1&vjs=3
